Title,Genre,Rating,Votes,Runtime
 The 100,"
Drama, Mystery, Sci-Fi            ",7.8,1639,42.0
 The 100,"
Drama, Mystery, Sci-Fi            ",7.8,1640,41.0
 The 100,"
Drama, Mystery, Sci-Fi            ",9.2,3219,41.0
 The 100,"
Drama, Mystery, Sci-Fi            ",8.0,1594,41.0
 The 100,"
Drama, Mystery, Sci-Fi            ",8.3,1624,42.0
 The 100,"
Drama, Mystery, Sci-Fi            ",7.8,1694,42.0
 The 100,"
Drama, Mystery, Sci-Fi            ",7.9,1511,42.0
 The 100,"
Drama, Mystery, Sci-Fi            ",4.7,4240,41.0
 The 100,"
Drama, Mystery, Sci-Fi            ",6.1,2203,42.0
 The 100,"
Drama, Mystery, Sci-Fi            ",6.6,1903,42.0
 The 100,"
Drama, Mystery, Sci-Fi            ",6.9,3321,43.0
 Behind Her Eyes,"
Drama, Mystery, Thriller            ",7.0,1129,50.0
 Lucifer,"
Crime, Drama, Fantasy            ",8.6,3377,56.0
 Julie and the Phantoms,"
Comedy, Drama, Family            ",8.5,452,38.0
 Julie and the Phantoms,"
Comedy, Drama, Family            ",8.9,424,32.0
 Julie and the Phantoms,"
Comedy, Drama, Family            ",8.8,401,28.0
 Julie and the Phantoms,"
Comedy, Drama, Family            ",8.6,392,31.0
 Julie and the Phantoms,"
Comedy, Drama, Family            ",8.3,393,30.0
 Julie and the Phantoms,"
Comedy, Drama, Family            ",8.9,399,29.0
 Julie and the Phantoms,"
Comedy, Drama, Family            ",9.1,429,27.0
 Julie and the Phantoms,"
Comedy, Drama, Family            ",9.4,489,24.0
 Julie and the Phantoms,"
Comedy, Drama, Family            ",9.4,451,35.0
 13 Reasons Why,"
Drama, Mystery, Thriller            ",5.7,1597,58.0
 The Umbrella Academy,"
Action, Adventure, Comedy            ",8.4,3120,48.0
 Freud,"
Crime, History, Thriller            ",7.0,491,57.0
 Freud,"
Crime, History, Thriller            ",7.4,379,55.0
 Freud,"
Crime, History, Thriller            ",7.2,330,56.0
 Freud,"
Crime, History, Thriller            ",7.0,306,51.0
 Freud,"
Crime, History, Thriller            ",6.8,292,55.0
 Freud,"
Crime, History, Thriller            ",7.0,261,49.0
 Freud,"
Crime, History, Thriller            ",7.3,275,44.0
 Freud,"
Crime, History, Thriller            ",7.4,282,53.0
 Grand Army,"
Drama            ",7.7,98,49.0
 Grand Army,"
Drama            ",7.7,99,49.0
 Grand Army,"
Drama            ",8.3,128,71.0
 Valeria,"
Comedy, Drama, Romance            ",7.4,72,
 Valeria,"
Comedy, Drama, Romance            ",7.3,62,
 Valeria,"
Comedy, Drama, Romance            ",7.5,60,
 The Politician,"
Comedy, Drama            ",8.1,503,50.0
 Cannon Busters,"
Animation, Fantasy            ",6.5,62,
 Cannon Busters,"
Animation, Fantasy            ",6.7,45,
 Cannon Busters,"
Animation, Fantasy            ",6.9,40,
 Cannon Busters,"
Animation, Fantasy            ",6.8,38,
 Cannon Busters,"
Animation, Fantasy            ",6.3,35,
 Cannon Busters,"
Animation, Fantasy            ",6.9,33,
 Cannon Busters,"
Animation, Fantasy            ",6.4,30,
 Cannon Busters,"
Animation, Fantasy            ",6.1,30,
 Cannon Busters,"
Animation, Fantasy            ",6.5,30,
 Cannon Busters,"
Animation, Fantasy            ",7.0,31,
 Behind Her Eyes,"
Drama, Mystery, Thriller            ",7.2,975,49.0
 Behind Her Eyes,"
Drama, Mystery, Thriller            ",7.2,917,50.0
 Behind Her Eyes,"
Drama, Mystery, Thriller            ",7.5,892,53.0
 Behind Her Eyes,"
Drama, Mystery, Thriller            ",7.6,904,46.0
 Behind Her Eyes,"
Drama, Mystery, Thriller            ",8.2,1359,50.0
 Anne,"
Drama, Family            ",9.1,1477,44.0
 Anne,"
Drama, Family            ",9.2,1499,44.0
 Dare Me,"
Crime, Mystery, Thriller            ",7.5,212,45.0
 Dare Me,"
Crime, Mystery, Thriller            ",7.4,182,42.0
 Dare Me,"
Crime, Mystery, Thriller            ",8.3,190,41.0
 Dare Me,"
Crime, Mystery, Thriller            ",7.8,149,43.0
 Dare Me,"
Crime, Mystery, Thriller            ",8.0,161,42.0
 Dare Me,"
Crime, Mystery, Thriller            ",7.4,149,42.0
 Dare Me,"
Crime, Mystery, Thriller            ",7.7,136,43.0
 Dare Me,"
Crime, Mystery, Thriller            ",7.7,148,42.0
 The Chestnut Man,"
Crime, Drama, Mystery            ",0.0,0,
 Hero Mask,"
Animation, Action, Crime            ",6.7,13,24.0
 Hero Mask,"
Animation, Action, Crime            ",6.1,14,24.0
 Hero Mask,"
Animation, Action, Crime            ",6.6,10,24.0
 Hero Mask,"
Animation, Action, Crime            ",6.7,10,24.0
 Hero Mask,"
Animation, Action, Crime            ",6.8,9,24.0
 Hero Mask,"
Animation, Action, Crime            ",6.6,9,24.0
 Hero Mask,"
Animation, Action, Crime            ",6.9,9,24.0
 Hero Mask,"
Animation, Action, Crime            ",6.7,9,24.0
 Hero Mask,"
Animation, Action, Crime            ",6.9,8,24.0
 Big Mouth,"
Animation, Comedy, Romance            ",7.7,688,27.0
 Marianne,"
Drama, Horror, Mystery            ",7.8,735,52.0
 Marianne,"
Drama, Horror, Mystery            ",7.3,595,
 Marianne,"
Drama, Horror, Mystery            ",7.6,530,
 Marianne,"
Drama, Horror, Mystery            ",7.8,501,
 Marianne,"
Drama, Horror, Mystery            ",8.2,507,
 Marianne,"
Drama, Horror, Mystery            ",7.8,448,
 Marianne,"
Drama, Horror, Mystery            ",7.6,433,
 Marianne,"
Drama, Horror, Mystery            ",7.8,453,
 The Gift,"
Drama, Fantasy, Mystery            ",7.4,280,
 The Gift,"
Drama, Fantasy, Mystery            ",7.4,314,
 Titans,"
Action, Adventure, Crime            ",5.6,2908,50.0
 Riverdale,"
Crime, Drama, Mystery            ",6.8,900,42.0
 Riverdale,"
Crime, Drama, Mystery            ",7.6,852,42.0
 Young Wallander,"
Crime, Drama, Mystery            ",7.3,398,
 Inside Bill's Brain: Decoding Bill Gates,"
Documentary            ",8.0,481,
 Power Rangers Beast Morphers,"
Action, Adventure, Drama            ",8.7,28,
 Power Rangers Beast Morphers,"
Action, Adventure, Drama            ",8.9,28,
 Power Rangers Beast Morphers,"
Action, Adventure, Drama            ",8.8,30,
 Power Rangers Beast Morphers,"
Action, Adventure, Drama            ",7.3,30,
 Ginny & Georgia,"
Comedy, Drama            ",7.5,525,51.0
 Unsolved Mysteries,"
Documentary, Crime, Mystery            ",7.0,526,36.0
 Unsolved Mysteries,"
Documentary, Crime, Mystery            ",7.8,1403,53.0
 Unsolved Mysteries,"
Documentary, Crime, Mystery            ",7.1,1148,52.0
 Unsolved Mysteries,"
Documentary, Crime, Mystery            ",8.1,1210,45.0
 Unsolved Mysteries,"
Documentary, Crime, Mystery            ",6.8,659,47.0
 The Irregulars,"
Crime, Drama, Fantasy            ",6.4,670,58.0
 The Irregulars,"
Crime, Drama, Fantasy            ",6.9,490,49.0
 Toy Boy,"
Crime, Drama, Thriller            ",7.5,146,
 Toy Boy,"
Crime, Drama, Thriller            ",7.6,136,
 Toy Boy,"
Crime, Drama, Thriller            ",7.3,126,
 La casa de las flores,"
Comedy, Drama            ",6.5,124,
 La casa de las flores,"
Comedy, Drama            ",7.8,138,33.0
 Jack Whitehall: Travels with My Father,"
Documentary, Comedy            ",7.2,128,50.0
 Ginny & Georgia,"
Comedy, Drama            ",7.6,590,50.0
 Rhythm + Flow,"
Music, Reality-TV            ",7.7,88,
 Rhythm + Flow,"
Music, Reality-TV            ",7.1,76,
 Rhythm + Flow,"
Music, Reality-TV            ",7.3,74,
 Rhythm + Flow,"
Music, Reality-TV            ",8.2,73,
 Rhythm + Flow,"
Music, Reality-TV            ",7.7,56,
 Rhythm + Flow,"
Music, Reality-TV            ",7.9,55,
 Rhythm + Flow,"
Music, Reality-TV            ",8.4,54,
 Rhythm + Flow,"
Music, Reality-TV            ",8.8,64,
 Jupiter's Legacy,"
Action, Adventure, Drama            ",7.1,1052,48.0
 Jupiter's Legacy,"
Action, Adventure, Drama            ",7.3,1034,44.0
 Jupiter's Legacy,"
Action, Adventure, Drama            ",7.4,1082,36.0
 Jupiter's Legacy,"
Action, Adventure, Drama            ",7.9,1114,56.0
 Ginny & Georgia,"
Comedy, Drama            ",7.5,717,58.0
 Power Rangers Beast Morphers,"
Action, Adventure, Drama            ",7.2,30,
 Super Monsters,"
Animation, Adventure, Comedy            ",5.8,46,24.0
 Jack Whitehall: Travels with My Father,"
Documentary, Comedy            ",7.8,114,60.0
 Workin' Moms,"
Comedy            ",7.2,79,
 Workin' Moms,"
Comedy            ",7.7,73,
 Workin' Moms,"
Comedy            ",7.5,71,
 Workin' Moms,"
Comedy            ",7.8,86,
 The Irregulars,"
Crime, Drama, Fantasy            ",7.1,438,52.0
 The Irregulars,"
Crime, Drama, Fantasy            ",7.1,398,51.0
 The Irregulars,"
Crime, Drama, Fantasy            ",7.0,368,56.0
 The Irregulars,"
Crime, Drama, Fantasy            ",6.9,349,53.0
 The Irregulars,"
Crime, Drama, Fantasy            ",7.0,342,49.0
 The Irregulars,"
Crime, Drama, Fantasy            ",7.1,364,55.0
 The Serpent,"
Crime, Drama, Thriller            ",7.2,944,59.0
 Workin' Moms,"
Comedy            ",7.6,72,
 Riverdale,"
Crime, Drama, Mystery            ",7.2,781,41.0
 Brews Brothers,"
Comedy            ",5.3,104,
 The Big Show Show,"
Comedy            ",6.6,156,27.0
 The Big Show Show,"
Comedy            ",7.0,121,25.0
 The Big Show Show,"
Comedy            ",6.9,113,27.0
 The Big Show Show,"
Comedy            ",7.0,108,26.0
 The Big Show Show,"
Comedy            ",7.6,104,26.0
 The Big Show Show,"
Comedy            ",7.4,106,25.0
 The Big Show Show,"
Comedy            ",7.6,95,26.0
 The Big Show Show,"
Comedy            ",8.0,101,28.0
 The Epic Tales of Captain Underpants,"
Animation, Short, Action            ",6.1,166,45.0
 Dead to Me,"
Comedy, Crime, Drama            ",7.7,1015,32.0
 Dead to Me,"
Comedy, Crime, Drama            ",7.7,983,30.0
 Dead to Me,"
Comedy, Crime, Drama            ",7.8,983,31.0
 Dead to Me,"
Comedy, Crime, Drama            ",7.8,948,34.0
 Dead to Me,"
Comedy, Crime, Drama            ",8.2,999,32.0
 Dead to Me,"
Comedy, Crime, Drama            ",8.0,944,34.0
 Dead to Me,"
Comedy, Crime, Drama            ",8.0,926,34.0
 Dead to Me,"
Comedy, Crime, Drama            ",8.8,1093,32.0
 Dead to Me,"
Comedy, Crime, Drama            ",8.7,1144,34.0
" The Mind, Explained","
Documentary            ",7.7,387,
" The Mind, Explained","
Documentary            ",7.7,333,19.0
" The Mind, Explained","
Documentary            ",7.9,313,21.0
" The Mind, Explained","
Documentary            ",7.7,299,
" The Mind, Explained","
Documentary            ",8.1,316,
 Alta mar,"
Crime, Drama, Mystery            ",7.7,93,
 Alta mar,"
Crime, Drama, Mystery            ",7.0,111,
 Brews Brothers,"
Comedy            ",6.2,68,
 Brews Brothers,"
Comedy            ",6.5,62,
 Brews Brothers,"
Comedy            ",6.0,64,
 Brews Brothers,"
Comedy            ",6.8,51,
 Brews Brothers,"
Comedy            ",7.0,54,
 Brews Brothers,"
Comedy            ",6.2,55,
 Brews Brothers,"
Comedy            ",6.6,47,
 Inside Bill's Brain: Decoding Bill Gates,"
Documentary            ",8.0,425,
 Inside Bill's Brain: Decoding Bill Gates,"
Documentary            ",8.0,387,
 Fate: The Winx Saga,"
Action, Adventure, Drama            ",7.2,1098,53.0
 Fate: The Winx Saga,"
Action, Adventure, Drama            ",7.4,935,48.0
 Fate: The Winx Saga,"
Action, Adventure, Drama            ",7.5,899,51.0
 Fate: The Winx Saga,"
Action, Adventure, Drama            ",7.5,854,47.0
 Fate: The Winx Saga,"
Action, Adventure, Drama            ",7.7,876,50.0
 Fate: The Winx Saga,"
Action, Adventure, Drama            ",8.2,1031,53.0
 El inocente,"
Crime, Drama, Mystery            ",7.8,680,51.0
 El inocente,"
Crime, Drama, Mystery            ",8.0,634,49.0
 El inocente,"
Crime, Drama, Mystery            ",8.0,557,58.0
 El inocente,"
Crime, Drama, Mystery            ",8.1,547,58.0
 El inocente,"
Crime, Drama, Mystery            ",8.1,559,66.0
 El inocente,"
Crime, Drama, Mystery            ",8.1,523,57.0
 El inocente,"
Crime, Drama, Mystery            ",8.1,517,54.0
 El inocente,"
Crime, Drama, Mystery            ",8.1,567,71.0
 My Next Guest Needs No Introduction with David Letterman,"
Talk-Show            ",9.1,1222,61.0
 Mytho,"
Drama            ",6.9,46,41.0
 Mytho,"
Drama            ",7.1,35,45.0
 Mytho,"
Drama            ",7.4,30,46.0
 Mytho,"
Drama            ",7.5,25,44.0
 Mytho,"
Drama            ",7.5,24,44.0
 Mytho,"
Drama            ",7.1,27,54.0
 The Politician,"
Comedy, Drama            ",8.2,420,37.0
 Hollywood,"
Drama            ",8.1,1321,51.0
 BoJack Horseman,"
Animation, Comedy, Drama            ",8.6,2551,26.0
 BoJack Horseman,"
Animation, Comedy, Drama            ",8.1,2355,26.0
 BoJack Horseman,"
Animation, Comedy, Drama            ",9.1,2741,26.0
 BoJack Horseman,"
Animation, Comedy, Drama            ",8.1,2133,26.0
 BoJack Horseman,"
Animation, Comedy, Drama            ",8.2,2172,26.0
 BoJack Horseman,"
Animation, Comedy, Drama            ",9.4,3289,27.0
 BoJack Horseman,"
Animation, Comedy, Drama            ",8.6,2391,26.0
 BoJack Horseman,"
Animation, Comedy, Drama            ",8.4,2202,26.0
 BoJack Horseman,"
Animation, Comedy, Drama            ",8.7,2152,26.0
 BoJack Horseman,"
Animation, Comedy, Drama            ",9.0,2531,26.0
 BoJack Horseman,"
Animation, Comedy, Drama            ",8.7,2164,26.0
 BoJack Horseman,"
Animation, Comedy, Drama            ",9.0,2440,26.0
 BoJack Horseman,"
Animation, Comedy, Drama            ",9.3,2578,26.0
 BoJack Horseman,"
Animation, Comedy, Drama            ",9.9,12369,26.0
 BoJack Horseman,"
Animation, Comedy, Drama            ",9.6,4910,27.0
 Toy Boy,"
Crime, Drama, Thriller            ",7.5,119,
 Toy Boy,"
Crime, Drama, Thriller            ",7.7,117,
 Toy Boy,"
Crime, Drama, Thriller            ",7.4,115,
 The Good Place,"
Comedy, Drama, Fantasy            ",7.4,1582,22.0
 The Good Place,"
Comedy, Drama, Fantasy            ",8.4,1656,22.0
 The Good Place,"
Comedy, Drama, Fantasy            ",8.5,1691,22.0
 Dynasty,"
Drama            ",7.8,212,42.0
 Black Lightning,"
Action, Drama, Sci-Fi            ",6.7,329,42.0
 Hollywood,"
Drama            ",7.8,1345,44.0
 Hollywood,"
Drama            ",8.0,1283,57.0
 Hollywood,"
Drama            ",8.1,1226,47.0
 Hollywood,"
Drama            ",8.2,1217,56.0
 Hollywood,"
Drama            ",8.4,1245,48.0
 Anne,"
Drama, Family            ",9.4,1761,44.0
 Stranger Things,"
Drama, Fantasy, Horror            ",0.0,0,
 Tiny House Nation,"
Reality-TV            ",7.3,21,41.0
 Tiny House Nation,"
Reality-TV            ",7.4,19,41.0
 Tiny House Nation,"
Reality-TV            ",7.2,20,42.0
 Tiny House Nation,"
Reality-TV            ",6.3,23,41.0
 Tiny House Nation,"
Reality-TV            ",7.9,20,41.0
 Tiny House Nation,"
Reality-TV            ",6.6,21,40.0
 Living Undocumented,"
Documentary            ",6.1,38,
 Toy Boy,"
Crime, Drama, Thriller            ",7.6,112,
 Toy Boy,"
Crime, Drama, Thriller            ",7.4,113,
 Toy Boy,"
Crime, Drama, Thriller            ",7.5,114,
 Toy Boy,"
Crime, Drama, Thriller            ",6.5,174,
 Lucifer,"
Crime, Drama, Fantasy            ",8.6,3277,54.0
 Living Undocumented,"
Documentary            ",6.2,30,
 Living Undocumented,"
Documentary            ",5.7,29,
 Living Undocumented,"
Documentary            ",5.7,28,
 Living Undocumented,"
Documentary            ",5.7,30,
 Riverdale,"
Crime, Drama, Mystery            ",7.0,748,42.0
 Riverdale,"
Crime, Drama, Mystery            ",7.5,772,42.0
 Black Lightning,"
Action, Drama, Sci-Fi            ",7.3,342,42.0
 Dynasty,"
Drama            ",7.9,205,42.0
 Sneakerheads,"
Comedy            ",6.6,51,
 Sneakerheads,"
Comedy            ",6.9,47,
 Sneakerheads,"
Comedy            ",6.6,39,
 Sneakerheads,"
Comedy            ",6.7,37,
 Sneakerheads,"
Comedy            ",6.7,36,
 Wir sind die Welle,"
Drama            ",6.7,148,48.0
 Wir sind die Welle,"
Drama            ",6.5,114,45.0
 Wir sind die Welle,"
Drama            ",6.5,97,49.0
 Explained,"
Documentary            ",8.2,307,
 Power Rangers Beast Morphers,"
Action, Adventure, Drama            ",8.8,39,
 Power Rangers Beast Morphers,"
Action, Adventure, Drama            ",8.5,30,
 Beastars,"
Animation, Crime, Drama            ",7.8,419,23.0
 Unnatural Selection,"
Documentary            ",7.6,113,70.0
 Unnatural Selection,"
Documentary            ",7.1,85,64.0
 Unnatural Selection,"
Documentary            ",7.2,78,62.0
 Unnatural Selection,"
Documentary            ",7.4,77,68.0
 Anne,"
Drama, Family            ",9.2,1556,44.0
 The Sinner,"
Crime, Drama, Mystery            ",6.7,1322,43.0
 Rhythm + Flow,"
Music, Reality-TV            ",7.4,61,
 Ginny & Georgia,"
Comedy, Drama            ",7.6,551,50.0
 Lucifer,"
Crime, Drama, Fantasy            ",6.6,4319,55.0
 Las chicas del cable,"
Drama            ",7.8,62,
 Queen Sono,"
Action, Crime, Drama            ",6.9,50,
 Rhythm + Flow,"
Music, Reality-TV            ",8.2,67,
 Explained,"
Documentary            ",8.2,286,
 The Drew Barrymore Show,"
Talk-Show            ",6.8,14,44.0
 The Sinner,"
Crime, Drama, Mystery            ",7.2,1373,45.0
 Dynasty,"
Drama            ",7.2,274,42.0
" Breakfast, Lunch & Dinner","
Documentary            ",7.6,125,
" Breakfast, Lunch & Dinner","
Documentary            ",6.8,79,
" Breakfast, Lunch & Dinner","
Documentary            ",6.4,59,
" Breakfast, Lunch & Dinner","
Documentary            ",7.6,61,
 Unsolved Mysteries,"
Documentary, Crime, Mystery            ",5.1,584,47.0
 Anne,"
Drama, Family            ",9.3,1611,44.0
 The Last Kingdom,"
Action, Drama, History            ",9.4,2105,51.0
 Lucifer,"
Crime, Drama, Fantasy            ",8.9,3232,55.0
 Explained,"
Documentary            ",7.2,237,
 Scams,"
Action, Crime, Drama            ",7.1,7,
 Scams,"
Action, Crime, Drama            ",0.0,0,
 Dynasty,"
Drama            ",7.8,193,42.0
 La casa de las flores,"
Comedy, Drama            ",6.6,155,32.0
 La casa de las flores,"
Comedy, Drama            ",6.8,143,
 La casa de las flores,"
Comedy, Drama            ",6.5,140,
 La casa de las flores,"
Comedy, Drama            ",6.5,129,
 La casa de las flores,"
Comedy, Drama            ",6.4,123,
 La casa de las flores,"
Comedy, Drama            ",6.9,121,
 Barbarians,"
Action, Adventure, Drama            ",8.1,939,49.0
 Barbarians,"
Action, Adventure, Drama            ",7.4,728,46.0
 Snowpiercer,"
Action, Drama, Sci-Fi            ",7.9,1145,47.0
 The Haunting of Bly Manor,"
Drama, Horror, Mystery            ",7.5,3366,56.0
 Mortel,"
Crime, Drama, Fantasy            ",7.0,58,49.0
 She-Ra and the Princesses of Power,"
Animation, Action, Adventure            ",8.3,926,24.0
 She-Ra and the Princesses of Power,"
Animation, Action, Adventure            ",8.2,909,24.0
 She-Ra and the Princesses of Power,"
Animation, Action, Adventure            ",8.0,900,24.0
 The Sinner,"
Crime, Drama, Mystery            ",7.1,1347,44.0
 Snowpiercer,"
Action, Drama, Sci-Fi            ",8.4,1146,46.0
 Snowpiercer,"
Action, Drama, Sci-Fi            ",7.3,725,47.0
 Snowpiercer,"
Action, Drama, Sci-Fi            ",7.9,830,48.0
 Snowpiercer,"
Action, Drama, Sci-Fi            ",7.9,725,47.0
 Snowpiercer,"
Action, Drama, Sci-Fi            ",8.2,880,47.0
 Ghost in the Shell SAC_2045,"
Animation, Action, Crime            ",6.2,121,25.0
 Snowpiercer,"
Action, Drama, Sci-Fi            ",7.7,946,48.0
 Snowpiercer,"
Action, Drama, Sci-Fi            ",7.7,881,45.0
 Snowpiercer,"
Action, Drama, Sci-Fi            ",7.2,821,47.0
 Explained,"
Documentary            ",7.7,271,
 The Politician,"
Comedy, Drama            ",8.0,446,44.0
 The Politician,"
Comedy, Drama            ",8.0,445,41.0
 The Politician,"
Comedy, Drama            ",8.8,508,28.0
 The Politician,"
Comedy, Drama            ",8.2,401,35.0
 The Politician,"
Comedy, Drama            ",8.5,476,44.0
 Snowpiercer,"
Action, Drama, Sci-Fi            ",7.3,755,48.0
 The Stranded,"
Adventure, Drama, Mystery            ",7.2,64,46.0
 The Salisbury Poisonings,"
Drama, History, Thriller            ",7.6,234,56.0
 The Salisbury Poisonings,"
Drama, History, Thriller            ",7.3,207,59.0
 The Salisbury Poisonings,"
Drama, History, Thriller            ",7.2,183,59.0
 The Dragon Prince,"
Animation, Adventure, Drama            ",8.6,463,
 Avatar: The Last Airbender,"
Animation, Action, Adventure            ",9.5,3779,25.0
 The Serpent,"
Crime, Drama, Thriller            ",7.5,769,58.0
 The Serpent,"
Crime, Drama, Thriller            ",8.1,749,58.0
 The Serpent,"
Crime, Drama, Thriller            ",7.8,678,58.0
 The Serpent,"
Crime, Drama, Thriller            ",7.9,667,55.0
 The Serpent,"
Crime, Drama, Thriller            ",7.6,616,56.0
 The Serpent,"
Crime, Drama, Thriller            ",7.9,597,55.0
 Dynasty,"
Drama            ",8.0,196,42.0
 The Umbrella Academy,"
Action, Adventure, Comedy            ",8.6,2974,47.0
 The Umbrella Academy,"
Action, Adventure, Comedy            ",8.9,3141,40.0
 Johnny Test,"
Animation, Action, Adventure            ",5.6,28,23.0
 Virgin River,"
Drama, Romance            ",7.7,400,45.0
 Virgin River,"
Drama, Romance            ",7.6,338,44.0
 Virgin River,"
Drama, Romance            ",7.8,390,44.0
 Virgin River,"
Drama, Romance            ",7.6,332,43.0
 Virgin River,"
Drama, Romance            ",7.6,303,48.0
 Jamtara: Sabka Number Ayega,"
Crime            ",7.4,136,34.0
 13 Reasons Why,"
Drama, Mystery, Thriller            ",5.1,1714,59.0
 The Dragon Prince,"
Animation, Adventure, Drama            ",8.4,434,
 Super Monsters,"
Animation, Adventure, Comedy            ",4.8,61,23.0
 Anne,"
Drama, Family            ",9.6,2178,44.0
 The Dragon Prince,"
Animation, Adventure, Drama            ",8.7,435,
 The Boondocks,"
Animation, Action, Comedy            ",8.8,312,21.0
 The Dragon Prince,"
Animation, Adventure, Drama            ",8.5,428,
 Lucifer,"
Crime, Drama, Fantasy            ",8.9,3218,56.0
 Son,"
Adventure, Drama, Mystery            ",0.0,0,29.0
 The Dragon Prince,"
Animation, Adventure, Drama            ",8.8,447,
 Los favoritos de Midas,"
Crime, Drama, Thriller            ",7.2,151,49.0
 Los favoritos de Midas,"
Crime, Drama, Thriller            ",7.0,125,53.0
 Los favoritos de Midas,"
Crime, Drama, Thriller            ",7.0,117,51.0
 Los favoritos de Midas,"
Crime, Drama, Thriller            ",6.8,103,55.0
 Los favoritos de Midas,"
Crime, Drama, Thriller            ",7.0,116,51.0
 Los favoritos de Midas,"
Crime, Drama, Thriller            ",6.5,116,57.0
 Explained,"
Documentary            ",7.3,231,
 Magic for Humans,"
Comedy, Reality-TV            ",7.2,79,
 Magic for Humans,"
Comedy, Reality-TV            ",7.6,67,
 Magic for Humans,"
Comedy, Reality-TV            ",7.7,62,
 Magic for Humans,"
Comedy, Reality-TV            ",7.6,60,
 Magic for Humans,"
Comedy, Reality-TV            ",7.6,56,
 Magic for Humans,"
Comedy, Reality-TV            ",8.1,69,
 Las chicas del cable,"
Drama            ",7.7,89,
 Las chicas del cable,"
Drama            ",7.7,84,
 Las chicas del cable,"
Drama            ",7.5,85,
 Las chicas del cable,"
Drama            ",7.7,102,
 Las chicas del cable,"
Drama            ",7.7,70,
 Las chicas del cable,"
Drama            ",7.6,65,
 Las chicas del cable,"
Drama            ",7.9,66,
 Las chicas del cable,"
Drama            ",5.9,140,
 Inventing Anna,"
Drama            ",0.0,0,
 Dynasty,"
Drama            ",8.0,193,42.0
 Poketto monsutâ,"
Animation, Action, Adventure            ",8.4,121,25.0
 The Dragon Prince,"
Animation, Adventure, Drama            ",8.8,434,
 Alta mar,"
Crime, Drama, Mystery            ",7.9,91,
 Alta mar,"
Crime, Drama, Mystery            ",7.6,79,
 The Stranded,"
Adventure, Drama, Mystery            ",6.9,46,46.0
 The Stranded,"
Adventure, Drama, Mystery            ",6.8,44,47.0
 The Stranded,"
Adventure, Drama, Mystery            ",7.0,45,53.0
 The Stranded,"
Adventure, Drama, Mystery            ",6.8,44,53.0
 The Stranded,"
Adventure, Drama, Mystery            ",7.1,45,46.0
 La casa de las flores,"
Comedy, Drama            ",7.5,276,35.0
 The Dragon Prince,"
Animation, Adventure, Drama            ",9.1,457,
 The Devil Next Door,"
Documentary, Crime, History            ",7.7,422,44.0
 The Devil Next Door,"
Documentary, Crime, History            ",7.6,380,44.0
 The Devil Next Door,"
Documentary, Crime, History            ",7.6,365,52.0
 The Devil Next Door,"
Documentary, Crime, History            ",7.8,352,45.0
 The Devil Next Door,"
Documentary, Crime, History            ",7.8,345,47.0
 Johnny Test,"
Animation, Action, Adventure            ",6.0,23,23.0
 The Dragon Prince,"
Animation, Adventure, Drama            ",9.2,479,
 Unsolved Mysteries,"
Documentary, Crime, Mystery            ",5.8,1069,39.0
 The Boondocks,"
Animation, Action, Comedy            ",8.2,234,20.0
 The Boondocks,"
Animation, Action, Comedy            ",7.9,266,22.0
 Jamtara: Sabka Number Ayega,"
Crime            ",7.3,89,23.0
 Johnny Test,"
Animation, Action, Adventure            ",5.8,23,23.0
 She-Ra and the Princesses of Power,"
Animation, Action, Adventure            ",8.3,898,24.0
 She-Ra and the Princesses of Power,"
Animation, Action, Adventure            ",8.1,895,24.0
 She-Ra and the Princesses of Power,"
Animation, Action, Adventure            ",8.8,936,24.0
 She-Ra and the Princesses of Power,"
Animation, Action, Adventure            ",8.7,940,24.0
 She-Ra and the Princesses of Power,"
Animation, Action, Adventure            ",7.9,905,24.0
 She-Ra and the Princesses of Power,"
Animation, Action, Adventure            ",9.3,1067,24.0
 She-Ra and the Princesses of Power,"
Animation, Action, Adventure            ",8.7,913,24.0
 She-Ra and the Princesses of Power,"
Animation, Action, Adventure            ",9.0,972,24.0
 She-Ra and the Princesses of Power,"
Animation, Action, Adventure            ",9.2,1006,24.0
 Barbarians,"
Action, Adventure, Drama            ",7.4,741,48.0
 Barbarians,"
Action, Adventure, Drama            ",7.5,802,43.0
 Barbarians,"
Action, Adventure, Drama            ",7.4,847,41.0
 Barbarians,"
Action, Adventure, Drama            ",7.4,990,52.0
 The Dragon Prince,"
Animation, Adventure, Drama            ",9.6,727,
 Jamtara: Sabka Number Ayega,"
Crime            ",7.1,91,27.0
 Disenchantment,"
Animation, Action, Adventure            ",0.0,0,
 On My Block,"
Comedy, Drama            ",7.9,167,28.0
 Mr. Iglesias,"
Comedy            ",7.3,106,26.0
 Explained,"
Documentary            ",8.6,420,
 The Sinner,"
Crime, Drama, Mystery            ",6.5,1240,45.0
 Ginny & Georgia,"
Comedy, Drama            ",7.4,524,54.0
 Ginny & Georgia,"
Comedy, Drama            ",7.7,506,54.0
 Ginny & Georgia,"
Comedy, Drama            ",7.6,489,55.0
 Ginny & Georgia,"
Comedy, Drama            ",7.7,525,55.0
 Ginny & Georgia,"
Comedy, Drama            ",7.8,562,56.0
 Ginny & Georgia,"
Comedy, Drama            ",7.4,574,54.0
 Young Wallander,"
Crime, Drama, Mystery            ",7.2,330,
 Johnny Test,"
Animation, Action, Adventure            ",6.2,29,23.0
 The Stranded,"
Adventure, Drama, Mystery            ",7.1,50,50.0
